country,name,longName,foundingDate,population,capital,largestCity,area
1221,Belgium,France,,,,,
1222,Belgium,Ireland,,,,,
1223,Belgium,Luxembourg,,,,,
1224,Belgium,Netherlands,,,,,
1225,Belgium,San Marino,,,,,
1226,Belgium,Slovakia,,,,,
1227,Belgium,Federal Republic of Germany,,,,,
1228,Belgium,Hellenic Republic,,,,,
1229,Belgium,Kingdom of Belgium,,,,,
1230,Belgium,Kingdom of Spain,,,,,
1231,Belgium,Principality of Monaco,,,,,
1232,Belgium,Republic of Cyprus,,,,,
1233,Belgium,Republic of Finland,,,,,
1234,Belgium,Republic of Malta,,,,,
1235,Belgium,Republic of Slovenia,,,,,
1236,Belgium,State of the Vatican City,,,,,
1237,Belgium,Republic of Estonia,,,,,
1238,Cyprus,France,,,,,
1239,Cyprus,Ireland,,,,,
1240,Cyprus,Luxembourg,,,,,
1241,Cyprus,Netherlands,,,,,
1242,Cyprus,San Marino,,,,,
1243,Cyprus,Slovakia,,,,,
1244,Cyprus,Federal Republic of Germany,,,,,
1245,Cyprus,Hellenic Republic,,,,,
1246,Cyprus,Kingdom of Belgium,,,,,
1247,Cyprus,Kingdom of Spain,,,,,
1248,Cyprus,Principality of Monaco,,,,,
1249,Cyprus,Republic of Cyprus,,,,,
1250,Cyprus,Republic of Finland,,,,,
1251,Cyprus,Republic of Malta,,,,,
1252,Cyprus,Republic of Slovenia,,,,,
1253,Cyprus,State of the Vatican City,,,,,
1254,Cyprus,Republic of Estonia,,,,,
1255,Finland,France,,,,,
1256,Finland,Ireland,,,,,
1257,Finland,Luxembourg,,,,,
1258,Finland,Netherlands,,,,,
1259,Finland,San Marino,,,,,
1260,Finland,Slovakia,,,,,
1261,Finland,Federal Republic of Germany,,,,,
1262,Finland,Hellenic Republic,,,,,
1263,Finland,Kingdom of Belgium,,,,,
1264,Finland,Kingdom of Spain,,,,,
1265,Finland,Principality of Monaco,,,,,
1266,Finland,Republic of Cyprus,,,,,
1267,Finland,Republic of Finland,,,,,
1268,Finland,Republic of Malta,,,,,
1269,Finland,Republic of Slovenia,,,,,
1270,Finland,State of the Vatican City,,,,,
1271,Finland,Republic of Estonia,,,,,
1272,Malta,France,,,,,
1273,Malta,Ireland,,,,,
1274,Malta,Luxembourg,,,,,
1275,Malta,Netherlands,,,,,
1276,Malta,San Marino,,,,,
1277,Malta,Slovakia,,,,,
1278,Malta,Federal Republic of Germany,,,,,
1279,Malta,Hellenic Republic,,,,,
1280,Malta,Kingdom of Belgium,,,,,
1281,Malta,Kingdom of Spain,,,,,
1282,Malta,Principality of Monaco,,,,,
1283,Malta,Republic of Cyprus,,,,,
1284,Malta,Republic of Finland,,,,,
1285,Malta,Republic of Malta,,,,,
1286,Malta,Republic of Slovenia,,,,,
1287,Malta,State of the Vatican City,,,,,
1288,Malta,Republic of Estonia,,,,,
1289,Monaco,France,,,,,
1290,Monaco,Ireland,,,,,
1291,Monaco,Luxembourg,,,,,
1292,Monaco,Netherlands,,,,,
1293,Monaco,San Marino,,,,,
1294,Monaco,Slovakia,,,,,
1295,Monaco,Federal Republic of Germany,,,,,
1296,Monaco,Hellenic Republic,,,,,
1297,Monaco,Kingdom of Belgium,,,,,
1298,Monaco,Kingdom of Spain,,,,,
1299,Monaco,Principality of Monaco,,,,,
1300,Monaco,Republic of Cyprus,,,,,
1301,Monaco,Republic of Finland,,,,,
1302,Monaco,Republic of Malta,,,,,
1303,Monaco,Republic of Slovenia,,,,,
1304,Monaco,State of the Vatican City,,,,,
1305,Monaco,Republic of Estonia,,,,,
1306,Slovenia,France,,,,,
1307,Slovenia,Ireland,,,,,
1308,Slovenia,Luxembourg,,,,,
1309,Slovenia,Netherlands,,,,,
1310,Slovenia,San Marino,,,,,
1311,Slovenia,Slovakia,,,,,
1312,Slovenia,Federal Republic of Germany,,,,,
1313,Slovenia,Hellenic Republic,,,,,
1314,Slovenia,Kingdom of Belgium,,,,,
1315,Slovenia,Kingdom of Spain,,,,,
1316,Slovenia,Principality of Monaco,,,,,
1317,Slovenia,Republic of Cyprus,,,,,
1318,Slovenia,Republic of Finland,,,,,
1319,Slovenia,Republic of Malta,,,,,
1320,Slovenia,Republic of Slovenia,,,,,
1321,Slovenia,State of the Vatican City,,,,,
1322,Slovenia,Republic of Estonia,,,,,
1323,Vatican City,France,,,,,
1324,Vatican City,Ireland,,,,,
1325,Vatican City,Luxembourg,,,,,
1326,Vatican City,Netherlands,,,,,
1327,Vatican City,San Marino,,,,,
1328,Vatican City,Slovakia,,,,,
1329,Vatican City,Federal Republic of Germany,,,,,
1330,Vatican City,Hellenic Republic,,,,,
1331,Vatican City,Kingdom of Belgium,,,,,
1332,Vatican City,Kingdom of Spain,,,,,
1333,Vatican City,Principality of Monaco,,,,,
1334,Vatican City,Republic of Cyprus,,,,,
1335,Vatican City,Republic of Finland,,,,,
1336,Vatican City,Republic of Malta,,,,,
1337,Vatican City,Republic of Slovenia,,,,,
1338,Vatican City,State of the Vatican City,,,,,
1339,Vatican City,Republic of Estonia,,,,,
1340,Belgium,Kingdom of Belgium,,,,,
1341,Cyprus,Republic of Cyprus,,,,,
1342,,Republic of Estonia,,,,,
1343,,Republic of Finland,,,,,
1344,,,,,,,
1345,,Federal Republic of Germany,,,,,
1346,,Hellenic Republic,,,,,
1347,,Ireland,,,,,
1348,,Luxembourg,,,,,
1349,Malta,Republic of Malta,,,,,
1350,Monaco,Principality of Monaco,,,,,
1351,,San Marino,,,,,
1352,Slovakia,Slovak Republic,,,,,
1353,Slovenia,Republic of Slovenia,,,,,
1354,,Kingdom of Spain,,,,,
1355,Vatican City,State of the Vatican City,,,,,
1356,,Europa Island,,,,,
1357,,,1/1/1958,,,,
1358,,,7/1/1967,,,,
1359,ECSC,,7/23/1952,,,,
1360,EEC/ECM,,1/1/1958,,Strasbourg,,
1361,EEC/ECM,,1/1/1958,,Brussels,,
1362,EEC/ECM,,1/1/1958,,Luxembourg City,,
1363,,European Free Trade Association,1/4/1960,13589956,,,204518mi
1364,,European Free Trade Association,5/3/1960,13589956,,,204518mi
1365,,ERA - European Rental Association,,,,,
1366,,,1/1/1958,508191116,Brussels,,4324782km
1367,,,11/1/1993,508191116,Brussels,,4324782km
1368,Falkland Islands,Falkland Islands,,2932,"Stanley, Falkland Islands",,4700mi
1369,Falkland Islands Dependencies,,,,"Stanley, Falkland Islands",,
1370,Far Eastern Republic,,4/6/1920,,Ulan-Ude,,
1371,Far Eastern Republic,,4/6/1920,,"Chita, Zabaykalsky Krai",,
1372,Faroe Islands,Faroe Islands,1814-01-14,49709,Tórshavn,,540mi
1373,Fatimid Caliphate,,0909-01-05,,El-Mansuriya,,
1374,Fatimid Caliphate,,0909-01-05,,Cairo,,
1375,Fatimid Caliphate,,0909-01-05,,"Mahdia, Tunisia",,
1376,Fatimid Caliphate,,0909-01-05,,Raqqada,,
1377,,Somalia,8/20/2012,,Mogadishu,,
1378,Central America,,1823-07-01,,Guatemala City,,
1379,Central America,,1823-07-01,,San Salvador,,
1380,Austria,,5/1/1934,,Vienna,,
1381,Federated Malay States,,,,Kuala Lumpur,,
1382,the Federated States of Micronesia,Federated States of Micronesia,11/3/1986,106104,Palikir,Weno,271mi
1383,Arab Emirates of the South,,2/11/1959,,,,
1384,Federation of Arab Republics,,1/1/1972,,Tripoli,,
1385,Federation of Arab Republics,,1/1/1972,,Cairo,,
1386,Federation of Arab Republics,,1/1/1972,,Damascus,,
1387,Federation of Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,3/18/1994,2371603,Sarajevo,,10085mi
1388,Federation of Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,12/14/1995,2371603,Sarajevo,,10085mi
1389,Ethiopia and Eritrea,,9/15/1952,,Addis Ababa,,
1390,Malaya,,2/1/1948,,Kuala Lumpur,,
1391,Nigeria,,10/1/1960,,,,
1392,Rhodesia and Nyasaland,,8/1/1953,,Harare,,
1393,South Arabia,,4/4/1962,,Colony of Aden,,
1394,Fezzan-Ghadames,,1/12/1943,,"Sabha, Libya",,
1395,"Purmerend, Purmerland and Ilpendam",,,,Purmerend,,
1396,South Korea,,3/3/1981,,,,
1397,Fiji,Republic of Fiji,10/10/1970,858038,Suva,Suva,7056mi
1398,Fiji,Republic of Fiji,10/7/1987,858038,Suva,Suva,7056mi
1399,Finland,Republic of Finland,1809-03-29,5486125,Helsinki,,130596mi
1400,Finland,Republic of Finland,12/6/1917,5486125,Helsinki,,130596mi
1401,Finnish Democratic Republic,,12/1/1939,,"Zelenogorsk, Saint Petersburg",,
1402,Finnish Democratic Republic,,12/1/1939,,Helsinki,,
1403,Finnish Socialist Workers' Republic,,1/29/1918,,Helsinki,,
1404,Austria,,10/21/1919,,,,
1405,Paleo-Babylonian Empire,,,,Babylon,,
1406,Brazil,,1889-11-15,,Rio de Janeiro,,
1407,Bulgaria,,,,Ohrid,,
1408,Bulgaria,,,,Skopje,,
1409,Bulgaria,,,,Veliki Preslav,,
1410,Bulgaria,,,,Pliska,,
1411,Czechoslovakia,,10/28/1918,,Prague,,
1412,East Turkestan,,11/12/1933,,Kashgar,,
1413,Haiti,,1804-09-22,,,,
1414,France,,1804-05-18,,,,
1415,Hellenic Republic,,1822-01-01,,Nafplio,,
1416,Hungary,,11/16/1918,,Budapest,,
1417,First Intermediate Period of Egypt,,,,Seventh and Eighth Dynasties of Egypt,,
1418,First Intermediate Period of Egypt,,,,Ninth Dynasty of Egypt,,
1419,First Intermediate Period of Egypt,,,,"Memphis, Egypt",,
1420,First Intermediate Period of Egypt,,,,"Thebes, Egypt",,
1421,First Intermediate Period of Egypt,,,,Eleventh Dynasty of Egypt,,
1422,First Intermediate Period of Egypt,,,,Tenth Dynasty of Egypt,,
1423,First Intermediate Period of Egypt,,,,Heracleopolis Magna,,
1424,Mexico,,1821-07-21,,Mexico City,,
1425,Mexico,,1823-11-01,,Mexico City,,
1426,Philippine Republic,,1899-01-23,,Bulacan,,
1427,Philippine Republic,,1899-01-23,,Malolos,,
1428,Portuguese Republic,,10/5/1910,,Lisbon,,
1429,Armenia,,5/28/1918,,Yerevan,,
1430,South Korea,,8/15/1948,,Busan,,
1431,South Korea,,8/15/1948,,Seoul,,
1432,Venezuela,,1811-07-05,,"Valencia, Carabobo",,
1433,Spain,,1873-02-11,,Madrid,,
1434,Toungoo Empire,,1510-10-16,,"Bago, Myanmar",,
1435,Toungoo Empire,,1510-10-16,,Taungoo,,
1436,,,1848-03-18,,Milan,,
1437,Former Liang,,,,,,
1438,Former Qin,,0351-03-04,,Taiyuan,,
1439,Former Qin,,0351-03-04,,Chang'an,,
1440,Former Shu,,0907-06-01,,Chengdu,,
1441,Former Yan,,0337-11-23,,Ye (ancient China),,
1442,Former Yan,,0337-11-23,,Jicheng (Beijing),,
1443,Han Zhao,,,,Linfen,,
1444,Han Zhao,,,,Chang'an,,
1445,Four Oirats,,,,,,
1446,South Korea,,,,,,
1447,Venezuela,,,,,,
1448,France,French Republic,,66644000,Paris,Capital city,248600mi
1449,Franceville,,1889-08-09,,,,
1450,Kingdom of the Franks,,,,Paris,,
1451,Kingdom of the Franks,,,,Tournai,,
1452,Spain,,10/1/1936,,Burgos,,
1453,Spain,,10/1/1936,,Madrid,,
1454,Frankfurt Constitution,,1849-03-28,,Free City of Frankfurt,,
1455,Frauenchiemsee,,,,,,
1456,Fraumunster Abbey,,0853-07-21,,,,
1457,Zuid-Polsbroek,,,,Polsbroek,,
1458,Cundinamarca,,,,Bogotá,,
1459,Danzig,,11/15/1920,,Gdańsk,,
1460,Danzig,,1807-09-09,,Gdańsk,,
1461,Frankfurt,,,,,,
1462,Krakow,,1815-05-03,,Kraków,,
1463,Lübeck,,,,Lübeck,,
1464,France,,6/18/1940,,History of Paris,,
1465,Ilocos,,1762-12-14,,Vigan,,
1466,Aachen,,,,Aachen,,
1467,Besançon,,,,Besançon,,
1468,Kempten im Allgäu,,,,,,
1469,"Nuremberg, City",,,,Nuremberg,,
1470,Ulm,,,,,,
1471,Southern Lebanon,,4/18/1979,,Marjayoun,,
1472,Schwarzenberg,,5/8/1945,,,,
1473,Wendland,Free Republic of Wendland,5/3/1980,,,,
1474,Bottleneck,,1/10/1919,,"Lorch, Hesse",,
1475,Fiume,,12/30/1920,,Rijeka,,
1476,Free Territory,,,,,,
1477,Trieste,,2/10/1947,,Trieste,,285mi
1478,Trieste,,1/10/1947,,Trieste,,285mi
1479,Christiania,Freetown Christiania,,,,,0.13mi
1480,Freiamt,,,,,,
1481,Saint-Domingue,,1795-07-22,,Santo Domingo,,
1482,Cameroon,,7/20/1920,,,,
1483,Chad,,2/11/1906,,,,
1484,French,,,,,,
1485,French Community,,10/4/1958,,,,
1486,French Congo,,,,Brazzaville,,
1487,French Dahomey,,,,Porto-Novo,,
1488,French Equatorial Africa,,1/15/1910,,Brazzaville,,
1489,France,French Republic,10/4/1958,,Paris,,
1490,"France, Republic 1",,1792-09-21,,,,
1491,France,,10/14/1946,,,,
1492,India,,,,Pondicherry,,
1493,French Indochina,,1887-10-17,,Da Lat,,
1494,French Indochina,,1887-10-17,,Hanoi,,
1495,French Indochina,,1887-10-17,,Ho Chi Minh City,,
1496,Madagascar,,1897-02-28,,Antananarivo,,
1497,Malta,,1798-06-11,,Valletta,,
1498,French Polynesia,French Polynesia,,,Papeete,Faaa,1609mi
1499,French Morocco,,3/30/1912,,Rabat,,
1500,Cambodia,,1863-08-11,,Phnom Penh,,
1501,Laos,,,,Luang Prabang,,
1502,Laos,,,,Vientiane,,
1503,Tunisia,,1881-05-12,,Tunis,,
1504,France,,1848-02-23,,,,
1505,Côte française des Somalis,,1896-05-20,,Djibouti (city),,
1506,the French Southern and Antarctic Lands,Territory of the French Southern and Antarctic Lands,,150,"Saint-Pierre, Réunion",,439781km
1507,French Territory of the Afars and the Issas,,7/5/1967,,Djibouti (city),,
1508,France,,1870-09-04,,,,
1509,French Togoland,,12/27/1916,,,,
1510,French Union,,10/27/1946,,,,
1511,French West Africa,,1895-10-27,,Dakar,,
1512,French West Africa,,1895-10-27,,"Saint-Louis, Senegal",,
1513,Frisia,Frisia,,,,,
1514,Frisian kingdom,,,,Utrecht,,
1515,Frisian kingdom,,,,Dorestad,,
1516,Fugger,,,,Free imperial city,,
1517,Fugger,,,,Weißenhorn,,
1518,Fujian People's government,,11/22/1933,,,,
1519,Fulda monastery,,,,Fulda,,
1520,Fürstenberg-Fürstenberg,,,,Donaueschingen,,
1521,Gabon,Gabonese Republic,8/17/1960,1475000,Libreville,,103347mi
1522,Gagauzia,Autonomous Territorial Unit of Gagauzia (Gagauz Yeri),12/23/1994,160700,Comrat,,707mi
1523,Gajapati Kingdom,,,,Cuttack,,
1524,Halychyna,,7/8/1920,,Ternopil,,
1525,Gallic Empire,,,,Colonia Claudia Ara Agrippinensium,,
1526,Gallic Empire,,,,History of Trier,,
1527,Gallic Empire,,,,Trier,,
1528,Gallic Empire,,,,Cologne,,
1529,Galmudug,Galmudug State of Somalia,8/14/2006,,Dhusamareb,Galkayo,146000km
1530,Galuh Kingdom,,,,,,
1531,British Gambia,,1821-10-17,,Banjul,,
1532,Ganden Phodrang,,,,Lhasa,,
1533,Gandersheim Abbey,,,,,,
1534,Gandhara,,,,,,
1535,Beruas kingdom,,,,Beruas,,
1536,Ganja Khanate,,,,"Ganja, Azerbaijan",,
1537,Gansu Uyghur Kingdom,,,,Dunhuang,,
1538,Garhwal Kingdom,,,,Kirtinagar,,
1539,Garhwal Kingdom,,,,Pratapnagar,,
1540,Garhwal Kingdom,,,,Narendra Nagar,,
1541,Garhwal Kingdom,,,,"Srinagar, Uttarakhand",,
1542,Garhwal Kingdom,,,,Tehri,,
1543,Garhwal Kingdom,,,,Devalgarh,,
1544,Gauda Kingdom,,,,Murshidabad,,
1545,,Gay & Lesbian Kingdom of the Coral Sea Islands,6/14/2004,,Cato Reef,,
1546,Gaya,,,,,,
1547,,Gaza Strip,,1850000,,Gaza City,365km
1548,Gazankulu,,,,Giyani,,
1549,Khanate,,,,Kumukh,,
1550,Shamkhalate,,,,Kumukh,,
1551,,,,,,,
1552,Armed Forces of South Russia,,8/31/1918,,,,
1553,General Government,,10/12/1939,,Łódź,,
1554,General Government,,10/12/1939,,Kraków,,
1555,Belgium,,8/26/1914,,City of Brussels,,
1556,Gengenbach Abbey,,,,,,
1557,,Saint-Pierre and Miquelon,,,"Saint-Pierre, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",93.4mi
1558,Georgia,Georgia,5/26/1918,3729500,Tbilisi,Capital city,26911mi
1559,Georgian Soviet Army,,2/25/1921,,,,
1560,German,,,,Berlin,,
1561,Germany,,1815-06-08,,Free City of Frankfurt,,
1562,East Africa,,1891-02-27,,Bagamoyo,,
1563,East Africa,,1891-02-27,,Dar es Salaam,,
1564,Germany,,1871-01-18,,,,
1565,German-occupied France,,6/22/1940,,History of Paris,,
1566,Papua New Guinea,,1884-11-03,,Kokopo,,
1567,Papua New Guinea,,1884-11-03,,Rabaul,,
1568,Samoa,,3/1/1900,,Apia,,
1569,South-West Africa,,1884-08-07,,Windhoek,,
1570,Germany,Federal Republic of Germany,0962-02-02,81459000,Berlin,Capital city,137847mi
1571,Germany,Federal Republic of Germany,1815-06-08,81459000,Berlin,Capital city,137847mi
1572,Germiyan,,,,Kütahya,,
1573,,,0964-03-25,,,,
1574,,,,,Gersau,,
1575,Gevaudan,,,,Javols,,
1576,Ghana,Republic of Ghana,3/6/1957,27000000,Accra,,92099mi
1577,Ghana,,3/6/1957,,,,
1578,The Ancient Ghana Empire,,,,Koumbi Saleh,,
1579,Ghaznavids,,,,Ghazni,,
1580,Ghaznavids,,,,Lahore,,
1581,Ghurid Sultanate,,,,Herat,,
1582,Ghurid Sultanate,,,,Firozkoh,,
1583,Ghurid Sultanate,,,,Ghazni,,
1584,Ghurid Sultanate,,,,Lahore,,
1585,Ninth Dynasty of Hùng kings,,,,Phong Châu,,
1586,Gibraltar,Gibraltar,1704-08-04,32194,,,2.6mi
1587,Gibraltar,Gibraltar,1713-04-11,32194,,,2.6mi
1588,Gilbert and Ellice Islands,,,,Tarawa,,
1589,Giudicato di Arboréa,,,,Oristano,,
1590,Giudicato di Arboréa,,,,Sassari,,
1591,Giudicato di Arboréa,,,,Tharros,,
1592,Giudicato of Cagliari,,,,Santa Igia,,
1593,Giudicato of Gallura,,,,Olbia,,
1594,Giudicato of Logudoro,,,,"Ardara, Sardinia",,
1595,Giudicato of Logudoro,,,,Porto Torres,,
1596,Giudicato of Logudoro,,,,Sassari,,
1597,Glacier Republic,,3/5/2014,100000,,,
1598,Glamorgan,,,,,,
1599,,,10/6/2002,,,,
1600,,,1/1/2003,,,,
1601,Archipel des Glorieuses,Glorioso Islands,,,,,
1602,Glamorgan,,,,Cardiff,,
1603,Glywysing,,,,Cardiff,,
1604,"Goa, Damão e Diu",,12/19/1961,,Panaji,,
1605,Goguryeo,,,,Jolbon,,
1606,Goguryeo,,,,Gungnae City,,
1607,Goguryeo,,,,Pyongyang,,
1608,Gojoseon,,,,Wanggeom-seong,,
1609,Gold Coast,,,,Accra,,
1610,Gold Coast,,,,Cape Coast,,
1611,Gold Coast Region,Gold Coast,,25366462,,,238535km
1612,Ambrosian Republic,,,,Milan,,
1613,Golden Horde,,,,Sarai (city),,
1614,Gorizia and Gradisca,,1754-03-04,,Gorizia,,
1615,Gorno-Altai,,10/25/1990,,Gorno-Altaysk,,
1616,Goryeo,,0918-06-15,,Ganghwado,,
1617,Goryeo,,0918-06-15,,Kaesong,,
1618,Goss Abbey,,,,,,
1619,Warsaw,,10/18/1915,,Warsaw,,
1620,Government of Free Vietnam,,4/30/1995,,"Garden Grove, California",,
1621,Government of Free Vietnam,,4/30/1995,,California,,
1622,Government of Free Vietnam,,4/30/1995,,Texas,,
1623,Government of Free Vietnam,,4/30/1995,,"Missouri City, Texas",,
1624,Government of National Salvation,,8/29/1941,,Belgrade,,
1625,Hungary,,10/17/1944,,Budapest,,
1626,,(Dowlada Buntlaand),8/1/1998,,,,
1627,,Puntland Government,8/1/1998,,,,
1628,,(Dowlada Buntlaand),3/12/1998,,,,
1629,,Puntland Government,3/12/1998,,,,
1630,South Russia,,,,Sevastopol,,
1631,Abkhazia,Autonomous Republic of Abkhazia,4/9/1991,,Chkhalta,,
1632,Abkhazia,Autonomous Republic of Abkhazia,4/9/1991,,Sukhumi,,
1633,Abkhazia,Autonomous Republic of Abkhazia,4/9/1991,,Tbilisi,,
1634,Abkhazia,Autonomous Republic of Abkhazia,12/25/1991,,Chkhalta,,
1635,Abkhazia,Autonomous Republic of Abkhazia,12/25/1991,,Sukhumi,,
1636,Abkhazia,Autonomous Republic of Abkhazia,12/25/1991,,Tbilisi,,
1637,Ankara Government,,4/23/1920,,Ankara,,
1638,Bahia,,,,"Salvador, Bahia",,
1639,Brazil,,,,"Salvador, Bahia",,
1640,Rio de Janeiro,,,,Rio de Janeiro,,
1641,Ambon,,1605-02-22,,Fort Victoria,,
1642,Chiloé,,,,Ancud,,
1643,Chiloé,,,,"Castro, Chile",,
1644,Castilla de Oro,,,,Baracoa,,
1645,Dalmatia,,4/17/1941,,Zadar,,
1646,Castilla de Oro,,,,Aragua,,
1647,New Castile,,,,Jauja,,
1648,New Castile,,,,Lima,,
1649,New Toledo,,,,Cusco,,
1650,Paraguay,,1617-12-16,,Asunción,,
1651,Banda Islands,,,,Fort Belgica,,
1652,Banda Islands,,,,"Fort Nassau, Banda Islands",,
1653,Gozo,,1798-10-28,,"Victoria, Gozo",,
1654,Gran Colombia,,1821-12-17,,Bogotá,,
1655,Granadine Confederation,,1858-05-22,,Bogotá,,
1656,,Grand Duchy of Avram,,,,,
1657,Baden,,,,Karlsruhe,,
1658,Berg,,1806-03-15,,Düsseldorf,,
1659,Finland,,1809-03-29,,Helsinki,,
1660,Finland,,1809-03-29,,Turku,,
1661,Flandrensis,Grand Duchy of Flandrensis,9/4/2008,237,,,14890km
1662,Frankfurt,,1810-02-16,,Aschaffenburg,,
1663,Hesse,,1806-08-13,,Darmstadt,,
1664,Lithuania,,,,Senieji Trakai,,
1665,Lithuania,,,,Vilnius,,
1666,Lithuania,,,,Voruta,,
1667,Lithuania,,,,Kernavė,,
1668,Mecklenburg-Schwerin,,1815-06-14,,Schwerin,,
1669,Mecklenburg-Strelitz,,,,Neustrelitz,,
1670,Muscovy,,,,Moscow,,
1671,Oldenburg,,,,Oldenburg (Oldenburg),,
1672,Saxe-Weimar-Eisenach,,,,Weimar,,
1673,Lagoan Isles,Grand Duchy of the Lagoan Isles,8/16/2005,,,,0.043km
1674,Tuscany,,1569-08-27,,Florence,,
1675,Westarctica,Protectorate of Westarctica,11/2/2001,,Peter I Island,,
1676,Würzburg,,1805-12-26,,Würzburg,,
1677,Serbia,,,,Stari Ras,,
1678,Grande Comore,Autonomous Island of Grande Comore,,316600,"Moroni, Comoros",,1025km
1679,Great Moravia,,,,,,
1680,Permyak,,,,"Cherdyn, Perm Krai",,
1681,Permyak,,,,Pokcha,,
1682,Great Way Government,,12/5/1937,,Pudong,,
1683,Lebanon,,,,Beirut,,
1684,Central America,,1896-09-15,,Amapala,,
1685,Greco-Bactrian Kingdom,,,,Ai-Khanoum,,
1686,Greco-Bactrian Kingdom,,,,Balkh,,
1687,Greece,Hellenic Republic,1821-03-25,10955000,Athens,,50949mi
1688,Greece,Hellenic Republic,1830-02-03,10955000,Athens,,50949mi
1689,Greece,,4/21/1967,,Athens,,
1690,Greenland,Greenland,,55847,,,836109mi
1691,Grenada,,3/3/1967,109590,"St. George's, Grenada",,132.8mi
1692,Grenada,,2/7/1974,109590,"St. George's, Grenada",,132.8mi
1693,Grey League,,,,Ilanz,,
1694,Griqualand East,,,,Kokstad,,
1695,Guam,Territory of Guam,,161785,"Hagåtña, Guam",,210mi
1696,Guan,,,,Guancheng Hui District,,
1697,Guan,,,,Zhengzhou,,
1698,Guangzhouwan,,1898-11-16,,Zhanjiang,,
1699,Guatemala,Republic of Guatemala,1821-09-15,15806675,Guatemala City,Guatemala City,42042mi
1700,Guatemala,Republic of Guatemala,1823-07-01,15806675,Guatemala City,Guatemala City,42042mi
1701,Guelders,,,,Geldern,,
1702,Guernsey,Jurisdiction of Guernsey,5/9/1945,65849,Saint Peter Port,,30.1mi
1703,Guinea,Republic of Guinea,10/2/1958,8746128,Conakry,,94926mi
1704,Guinea-Bissau,Republic of Guinea-Bissau,9/24/1973,1693398,Bissau,,13948mi
1705,Guinea-Bissau,Republic of Guinea-Bissau,9/10/1974,1693398,Bissau,,13948mi
1706,Gujarat Sultanate,,,,Ahmedabad,,
1707,Gujarat Sultanate,,,,"Patan, Gujarat",,
1708,Gujarat Sultanate,,,,Champaner,,
1709,Gumie,,,,Quzhou,,
1710,Gumie,,,,Zhejiang,,
1711,Gupta Empire,,,,Pataliputra,,
1712,Gurgum,,,,Kahramanmaraş,,
1713,Pratihara,,,,Kannauj,,
1714,Gutenzell Abbey,,,,,,
1715,Akkad,,,,,,
1716,Guyana,Co-operative Republic of Guyana,,735554,"Georgetown, Guyana",,83000mi
1717,Guyana,,5/26/1966,,"Georgetown, Guyana",,
1718,Guzhu,,,,,,
1719,Gyaaman,,,,"Sampa, Ghana",,
1720,"Sindh, Balochistan, Gujarat",,,,,,
1721,,,1526-08-29,,Prague,,
1722,,,1526-08-29,,Vienna,,
1723,Netherlands,,,,Brussels,,
1724,pen is,,1516-01-23,,Madrid,,
1725,pen is,,1516-01-23,,Valladolid,,
1726,Serbia,,,,Belgrade,,
1727,Serbia,,,,Belgrade,,
1728,Hadiya,,,,Hadiya Zone,,
1729,Haestingas,,,,Hastings,,
1730,Hafsid,,,,Tunis,,
1731,Haiti,Republic of Haiti,1804-01-01,10604000,Port-au-Prince,,10714mi
1732,Haiti,Republic of Haiti,1844-02-27,10604000,Port-au-Prince,,10714mi
1733,The Hajduk Republic of Mijat Tomić,Hajdučka Republika Mijata Tomića,6/29/2002,,,,3km
1734,Haleri Kings of Kodagu,,,,Madikeri,,
1735,Hamaland,,,,Zutphen,,
1736,Hammadid,,,,Béjaïa,,
1737,Hammadid,,,,Beni Hammad Fort,,
1738,Han,,,,"Yuzhou, Henan",,
1739,Han,,,,Xinzheng,,
1740,Han,,,,Luoyang,,
1741,Han,,,,Xuchang,,
1742,Han,,,,Chang'an,,
1743,Hanau-Lichtenberg,,,,"Bouxwiller, Bas-Rhin",,
1744,Hanau-Münzenberg,,,,Hanau,,
1745,,,,,,,
1746,Hanthawaddy Kingdom,,1287-04-04,,"Bago, Myanmar",,
1747,Hanthawaddy Kingdom,,1287-04-04,,Mottama,,
1748,Hanthawaddy Kingdom,,1287-04-04,,Donwun,,
1749,"Hariphunchai, Haripunjaya",,,,Lamphun,,
1750,Haryanka dynasty,,,,Rajgir,,
1751,Haryanka dynasty,,,,Pataliputra,,
1752,Hasmoneans,,,,Jerusalem,,
1753,Hatay State,,9/7/1938,,Antakya,,
1754,Heggbach Abbey,,1429-06-26,,,,
1755,Greece,,4/6/1941,,,,
1756,Helmarshausen Abbey,,,,,,
1757,Switzerland,,1798-04-12,,Aarau,,
1758,Switzerland,,1798-04-12,,Lucerne,,
1759,Hephthalites,,,,Balkh,,
1760,Hephthalites,,,,Kunduz,,
1761,Hephthalites,,,,Sialkot,,
1762,Apkhazeti,,,,Shaki,,
1763,Herford Abbey,,,,,,
1764,Herm,Herm,,,,,0.77mi
1765,Herodian kingdom,,,,Jerusalem,,
1766,Herrenalb Abbey,,,,,,
1767,Hersfeld Abbey,,,,,,
1768,Herzegovina-Neretva,Herzegovina-Neretva Canton,6/12/1996,,Mostar,Mostar,1699mi
1769,Hesse-Homburg,,,,,,
1770,Hesse-Marburg,,,,Marburg,,
1771,Heungyo,,,,,,
1772,Tabal,,,,,,
